Code,FAA Aircraft Type,EDMS Aircraft Code,Engine Manufacturer,Engine,EDMS ID,SCC,SCC Description,Map To,Last Inventory Year,Last updated on
202076,Boeing MD-87,4872,Pratt & Whitney,JT8D-219,1455,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202077,Boeing MD-88,4873,Pratt & Whitney,JT8D-219,1455,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202078,Boeing MD-83,4871,Pratt & Whitney,JT8D-217C,1454,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202079,Boeing MD-87,4872,Pratt & Whitney,JT8D-217C,1454,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202080,Boeing MD-88,4873,Pratt & Whitney,JT8D-217C,1454,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202081,Boeing MD-87,4872,Pratt & Whitney,JT8D-209,1274,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202082,Boeing MD-88,4873,Pratt & Whitney,JT8D-209,1274,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202083,Boeing MD-83,4871,Pratt & Whitney,JT8D-219,1276,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202084,Boeing MD-87,4872,Pratt & Whitney,JT8D-219,1276,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202085,Boeing MD-88,4873,Pratt & Whitney,JT8D-219,1276,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202086,Boeing MD-83,4871,Pratt & Whitney,JT8D-217 series,1275,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202087,Boeing MD-87,4872,Pratt & Whitney,JT8D-217 series,1275,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202088,Boeing MD-88,4873,Pratt & Whitney,JT8D-217 series,1275,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202089,Boeing MD-90,4874,International Aero Engines,V2525-D5,1249,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202090,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-710A1-10,1377,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202091,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715C1-30,1437,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202092,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715B1-30,1436,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202093,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715B1-30,1433,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202094,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715A1-30,1435,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202095,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715C1-30,1434,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202096,Boeing MD-90,4874,BMW Rolls-Royce GmbH,BR700-715A1-30,1432,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202097,Boeing MD-90,4874,International Aero Engines,V2524-A5,1418,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202098,Boeing MD-90,4874,,V2522-D5 ,1747,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202099,Boeing MD-90,4874,International Aero Engines,V2528-D5,1251,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202100,Mitsubishi MU-300 Diamond,4938,Pratt & Whitney (Canada),"JT15D-5, -5A, -5B",1294,2275050012,"General Aviation, Turbine",,,7/18/2018
202101,Mitsubishi MU-300 Diamond,4938,Pratt & Whitney Canada,JT15D-4 series,1293,2275050012,"General Aviation, Turbine",,,8/5/2021
202102,Piper PA-28 Cherokee Series,4952,,IO-360-B ,1567,2275050011,"General Aviation, Piston",,,7/18/2018
202103,Piper PA-34 Seneca,4957,,IO-360-B ,1567,2275050011,"General Aviation, Piston",,,7/31/2018
202104,Piper PA-30 Twin Comanche,4953,,IO-320-D1AD ,1566,2275050011,"General Aviation, Piston",,,7/18/2018
202105,Cessna 208 Caravan,4669,P & W Canada,PT6A-114A ,1595,2275050012,"General Aviation, Turbine",,,7/31/2018
202106,Cessna 208 Caravan,4669,P & W Canada,PT6A-114 ,1615,2275050012,"General Aviation, Turbine",,,7/31/2018
202107,Rockwell Twin Commander 700,4696,,O-320 ,1594,2275050011,"General Aviation, Piston",,,8/4/2021
202108,Cessna 425 Conquest I,4678,P & W Canada,PT6A-60 ,1630,2275050012,"General Aviation, Turbine",,,7/18/2018
202111,Rockwell Twin Commander 700,4696,,TSIO-360C ,1745,2275050011,"General Aviation, Piston",,,8/4/2021
202113,Grumman G-73 Mallard,4792,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,7/31/2018
202114,Rockwell Twin Commander 680,4694,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,8/4/2021
202115,Rockwell Twin Commander 700,4696,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,8/4/2021
202116,Cessna 340,4673,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,7/18/2018
202117,Cessna 402,4674,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,7/31/2018
202118,Cessna 404 Titan II,4675,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,7/31/2018
202119,Cessna 414,4676,,TIO-540-J2B2 ,1715,2275050011,"General Aviation, Piston",,,7/18/2018
202120,Boeing 737-800 with winglets,5029,GE,CFM56-7B27,1392,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202126,Boeing 727-100 Series,4585,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202134,Boeing 727-100 Series,4585,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202138,Boeing 727-100 Series,4585,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202162,Boeing 727-100 Series,4585,Rolls Royce plc,TAY 651,1428,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202193,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202199,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-15,1266,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202205,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202217,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-17,1269,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202223,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-17,1270,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202241,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-17R,1273,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202259,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-217C,1454,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202305,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202319,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-17,1269,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202345,Boeing 737-800 with winglets,5029,CFMI,CFM56-3C-1 (Rerated),1211,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202350,Boeing 737-800 with winglets,5029,GE,CFM56-7B24,1390,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202354,Boeing 737-800 with winglets,5029,GE,CFM56-7B22/2,1445,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202355,Boeing 737-800 with winglets,5029,GE,CFM56-7B24/2,1446,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202356,Boeing 737-800 with winglets,5029,GE,CFM56-7B27/2,1448,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202357,Boeing 737-800 with winglets,5029,GE,CFM56-7B26/2,1447,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202361,Boeing 747-400 Series Freighter,5030,Rolls-Royce plc,RB211-524G-T,1459,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202362,Boeing 747-400 Series Freighter,5030,Rolls-Royce plc,RB211-524H-T,1460,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202366,Boeing 767-200 Series,4607,GE,CF6-80C2B6F,1360,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202367,Boeing 767-200 Series,4607,GE,CF6-80C2B7F,1367,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202368,Boeing 767-300 Series,4609,GE,CF6-80C2B4,1355,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202369,Boeing 747-400 Series Freighter,5030,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202370,Airbus A380-800 Series,4553,Rolls-Royce plc,Trent 875,1373,2275020000,"Commercial Aircraft, Total: All Types",,,8/4/2021
202373,Embraer ERJ145-LU,5055,Rolls-Royce Corporation,AE3007A1,1476,2275060012,"Air Taxi, Turbine",,,7/31/2018
202374,Lockheed L-1011-100 Tristar,5064,Rolls Royce Ltd,RB211-22B,1317,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202375,Embraer ERJ145-XR,5057,Rolls-Royce Corporation,AE3007A1E,1490,2275060012,"Air Taxi, Turbine",,,7/31/2018
202376,Embraer ERJ145-EU,5054,Rolls-Royce Corporation,AE3007A1/1,1479,2275060012,"Air Taxi, Turbine",,,7/31/2018
202377,Lockheed L-1011-200 Tristar,5065,Rolls Royce Ltd,RB211-524B series,1319,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202378,Bombardier CRJ-700-ER,5048,GE,CF34-8C1,1464,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202379,Embraer ERJ140-LR,5052,Rolls-Royce Corporation,AE3007A1/3,1483,2275060012,"Air Taxi, Turbine",,,7/31/2018
202380,Embraer ERJ145-EP,5053,Rolls-Royce Corporation,AE3007A1/1,1478,2275060012,"Air Taxi, Turbine",,,7/31/2018
202381,Lockheed L-1011-500 Tristar,5067,Rolls Royce Ltd,RB211-524B series,1318,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202382,Bombardier CRJ-400,5046,General Electric Company,CF34-3B/-3B1,2110,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
202383,Embraer ERJ145-EU,5054,Allison Engine Company,AE3007A,1431,2275060012,"Air Taxi, Turbine",,,7/31/2018
202384,Bombardier CRJ-700-ER,5048,GE Aircraft Engines,CF34-8C1 Block 1,1506,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202385,Bombardier CRJ-200-ER,5044,GE Aircraft Engines,CF34-3A1,1247,2275060012,"Air Taxi, Turbine",,,7/31/2018
202386,Embraer ERJ145-EP,5053,Rolls-Royce Corporation,AE3007A1,1475,2275060012,"Air Taxi, Turbine",,,7/31/2018
202387,Lockheed L-1011-250 Tristar,5066,Rolls Royce Ltd,RB211-524B series,1318,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202388,Embraer ERJ140-LR,5052,Rolls-Royce Corporation,AE3007A1/3,1482,2275060012,"Air Taxi, Turbine",,,7/31/2018
202389,Embraer ERJ145-MP,5056,Rolls-Royce Corporation,AE3007A1,1476,2275060012,"Air Taxi, Turbine",,,7/31/2018
202390,Boeing 777-200-LR,5042,GE Transportation,GE90-110B1,1515,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202391,Bombardier CRJ-200-LR,5045,General Electric Company,CF34-3B/-3B1,2110,2275060012,"Air Taxi, Turbine",,,8/5/2021
202392,Embraer ERJ145-MP,5056,Rolls-Royce Corporation,AE3007A1,1475,2275060012,"Air Taxi, Turbine",,,7/31/2018
202393,Bombardier CRJ-100-LR,5043,GE Aircraft Engines,CF34-3A1,1247,2275060012,"Air Taxi, Turbine",,,7/31/2018
202394,Embraer ERJ145-EU,5054,Rolls-Royce Corporation,AE3007A1/1,1478,2275060012,"Air Taxi, Turbine",,,7/31/2018
202395,Lockheed L-1011-200 Tristar,5065,Rolls Royce Ltd,RB211-524B series,1318,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202396,Embraer ERJ145-LU,5055,Rolls-Royce Corporation,AE3007A1,1475,2275060012,"Air Taxi, Turbine",,,7/31/2018
202397,Bombardier CRJ-200-ER,5044,General Electric Company,CF34-3B/-3B1,2110,2275060012,"Air Taxi, Turbine",,,8/5/2021
202398,Embraer ERJ145-EP,5053,Rolls-Royce Corporation,AE3007A1/1,1479,2275060012,"Air Taxi, Turbine",,,7/31/2018
202399,Lockheed L-1011-1 Tristar,5063,Rolls Royce Ltd,RB211-22B,1317,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202400,Boeing MD-10-1,5068,GE Aircraft Engines,CF6-6D,1217,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202401,Embraer ERJ145-EP,5053,Allison Engine Company,AE3007A,1431,2275060012,"Air Taxi, Turbine",,,7/31/2018
202402,Embraer ERJ145-EU,5054,Rolls-Royce Corporation,AE3007A1,1475,2275060012,"Air Taxi, Turbine",,,7/31/2018
202403,Embraer ERJ140-LR,5052,Rolls-Royce Corporation,AE3007A1/3,1481,2275060012,"Air Taxi, Turbine",,,7/31/2018
202404,Embraer ERJ145-MP,5056,Rolls-Royce Corporation,AE3007A1,1477,2275060012,"Air Taxi, Turbine",,,7/31/2018
202405,Embraer ERJ145-EP,5053,Rolls-Royce Corporation,AE3007A1,1476,2275060012,"Air Taxi, Turbine",,,7/31/2018
202406,Bombardier CRJ-400-LR,5047,General Electric Company,CF34-3B/-3B1,2110,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
202412,Boeing 737-900-ER,5041,GE,CFM56-7B27,1392,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202416,Boeing 737-900-ER,5041,CFM International,CFM56-7B26E,2141,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
202417,Boeing 737-900-ER,5041,CFM International,CFM56-7B27E,2147,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
202418,Bombardier CRJ-700-LR,5049,General Electric Company,CF34-3B/-3B1,2110,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
202419,Bombardier CRJ-700-LR,5049,GE,CF34-8C1,1464,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202421,Bombardier CRJ-700-LR,5049,GE Aircraft Engines,CF34-8C1 Block 1,1506,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202422,Bombardier CRJ-700-LR,5049,GE,CF34-8C5B1,1783,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202424,Bombardier CRJ-705-LR,5050,GE,CF34-8C5B1,1783,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202426,Bombardier CRJ-900-ER,5051,GE,CF34-8C5B1,1783,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202432,Gulfstream V-SP,5060,BMW Rolls-Royce GmbH,BR700-710A1-10,1377,2275050012,"General Aviation, Turbine",,,7/18/2018
202433,Gulfstream V-SP,5060,BMW Rolls-Royce GmbH,BR700-710A1-10,1438,2275050012,"General Aviation, Turbine",,,7/18/2018
202434,Raytheon Hawker 900,5061,Allied Signal,TFE731-3,1205,2275050012,"General Aviation, Turbine",,,7/18/2018
202435,Ilyushin 114,5062,P & W Canada,PW127G ,1664,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202437,Raytheon Hawker C-29A,5070,Allied Signal,TFE731-3,1205,2275001000,"Military Aircraft, Total",,,7/18/2018
202440,Airbus A300B2-300 Series,4527,GE Aircraft Engines,CF6-50C2R,1224,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202441,Bombardier Learjet 35A/36A (C-21A),5069,,TFE731-2/2A ,1714,2275050012,"General Aviation, Turbine",,,7/31/2018
202442,Raytheon Hawker C-29A,5070,,TFE731-2/2A ,1714,2275001000,"Military Aircraft, Total",,,7/18/2018
202443,Airbus A300F4-600 Series,4534,GE Aircraft Engines,CF6-80C2A8,1234,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202444,Airbus A300F4-600 Series,4534,GE,CF6-80C2A8,1352,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202445,Airbus A318-100 Series,4538,CFM International,CFM56-5B9/3,1802,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202446,Airbus A318-100 Series,4538,CFM International,CFM56-5B8/3,1803,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202447,Airbus A319-100 Series,4539,International Aero Engines,V2527E-A5,1774,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202448,Airbus A319-100 Series,4539,CFM International,CFM56-5B7/3,1804,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202449,Airbus A319-100 Series,4539,CFM International,CFM56-5B6/3,1805,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202450,Airbus A319-100 Series,4539,CFM International,CFM56-5B5/3,1806,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202451,Airbus A320-200 Series,4542,International Aero Engines,V2527M-A5,1773,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202452,Airbus A320-200 Series,4542,CFM International,CFM56-5B6/3,1805,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202453,Airbus A320-200 Series,4542,CFM International,CFM56-5B5/3,1806,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202454,Airbus A320-200 Series,4542,CFM International,CFM56-5B4/3,1807,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202455,Airbus A321-200 Series,4544,CFM International,CFM56-5B4/3,1807,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202456,Airbus A321-200 Series,4544,CFM International,CFM56-5B3/3,1808,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202457,Airbus A321-200 Series,4544,CFM International,CFM56-5B2/3,1809,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202458,Airbus A321-200 Series,4544,CFM International,CFM56-5B1/3,1810,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202459,Airbus A340-500 Series,4549,Rolls-Royce,Trent 556-61,1763,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202460,Airbus A340-500 Series,4549,Rolls-Royce,Trent 553-61,1764,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202461,Airbus A340-600 Series,4550,Rolls-Royce,Trent 556-61,1763,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202462,Airbus A380-800 Series,4553,Engine Alliance,GP7270,1826,2275020000,"Commercial Aircraft, Total: All Types",,,8/4/2021
202466,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202468,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202472,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-15A,1268,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202474,Boeing 727-200 Series,4586,Pratt & Whitney,JT8D-17A,1271,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202476,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202477,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202478,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202480,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-15,1266,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202483,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-15A,1268,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202485,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-17,1270,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202486,Boeing 737-200 Series,4588,Pratt & Whitney,JT8D-17A,1271,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202491,Boeing 737-700 Series,4593,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202492,Boeing 737-700 Series,4593,CFM International,CFM56-7B24/3,1798,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202495,Boeing 737-700 Series,4593,GE,CFM56-7B26,1811,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202496,Boeing 737-800 Series,4595,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202497,Boeing 737-800 Series,4595,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202498,Boeing 737-800 Series,4595,CFM International,CFM56-7B24/3,1798,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202499,Boeing 737-800 Series,4595,GE,CFM56-7B26,1811,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202500,Boeing 737-900 Series,4597,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202501,Boeing 737-900 Series,4597,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202502,Boeing 737-900 Series,4597,CFM International,CFM56-7B24/3,1798,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202503,Boeing 737-900 Series,4597,GE,CFM56-7B26,1811,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202504,Boeing 747-100 Series,4598,Pratt & Whitney,JT9D-7A,1770,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202505,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7A,1770,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202509,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7A,1770,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202510,Boeing 747-100SR,4604,Pratt & Whitney,JT9D-7A,1770,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202513,Boeing 757-300 Series,4606,Rolls Royce plc,RB211-535E4,1424,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202525,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2B6F,1242,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202539,Boeing 767-400,4611,GE,CF6-80C2B8F,1794,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202540,Boeing 767-400 ER,4612,GE,CF6-80C2B8F,1794,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202541,Boeing 777-200 Series,4613,Pratt and Whitney,PW4084,1768,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202543,Boeing 777-200-ER,4614,Pratt and Whitney,PW4084,1768,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202544,Boeing 777-200-ER,4614,GE,GE90-94B,1795,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202546,Bombardier CRJ-700,4700,GE,CF34-8C5B1,1783,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202547,Bombardier CRJ-900,4701,GE,CF34-8C5,1785,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202548,Bombardier CRJ-900,4701,GE,CF34-8C5A1,1788,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202549,Embraer ERJ135,4744,Rolls-Royce Corporation,AE3007A3,1488,2275060012,"Air Taxi, Turbine",,,7/31/2018
202550,Embraer ERJ135,4744,Rolls-Royce Corporation,AE3007A3,1489,2275060012,"Air Taxi, Turbine",,,7/31/2018
202551,Embraer ERJ135-ER,4745,Rolls-Royce Corporation,AE3007A3,1487,2275060012,"Air Taxi, Turbine",,,7/31/2018
202552,Embraer ERJ135-LR,4746,Rolls-Royce Corporation,AE3007A1/3,1481,2275060012,"Air Taxi, Turbine",,,7/31/2018
202553,Embraer ERJ135-LR,4746,Rolls-Royce Corporation,AE3007A3,1489,2275060012,"Air Taxi, Turbine",,,7/31/2018
202554,Embraer ERJ145,4748,Rolls-Royce Corporation,AE3007A1P,1486,2275060012,"Air Taxi, Turbine",,,7/31/2018
202556,Embraer ERJ145-ER,4749,Rolls-Royce Corporation,AE3007A1/1,1478,2275060012,"Air Taxi, Turbine",,,7/31/2018
202557,Embraer ERJ145-ER,4749,Rolls-Royce Corporation,AE3007A1/1,1479,2275060012,"Air Taxi, Turbine",,,7/31/2018
202559,Embraer ERJ170,4751,GE,CF34-8E5,1787,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202560,Embraer ERJ170,4751,GE,CF34-8E5A1,1790,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202561,Embraer ERJ190,4754,GE Transportation,CF34-10E7,1776,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202562,Embraer ERJ190,4754,GE Transportation,CF34-10E6A1,1777,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202563,Embraer ERJ190,4754,GE Transportation,CF34-10E5A1,1778,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202564,Embraer ERJ190,4754,GE Transportation,CF34-10E6,1779,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202565,Embraer ERJ190,4754,GE Transportation,CF34-10E5,1780,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202566,Gulfstream G-5 Gulfstream 5 / G-5SP Gulfstream G50,4806,Rolls-Royce Deutschland,BR700-710C4-11,2105,2275050012,"General Aviation, Turbine",,,8/4/2021
202567,Boeing MD-10-30,4866,GE Aircraft Engines,"CF6-50C1, -C2",1223,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202568,Boeing 737-900-ER,5041,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202569,Boeing 737-900-ER,5041,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202570,Boeing 777-200-LR,5042,GE Transportation,GE90-115B,1517,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202571,Bombardier CRJ-700-LR,5049,GE,CF34-8C5,1785,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202572,Embraer ERJ170-LR,5058,GE,CF34-8E5,1787,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202573,Bombardier Global 5000,5071,Rolls-Royce Deutschland,BR700-710A2-20,2104,2275050012,"General Aviation, Turbine",,,8/4/2021
202574,Embraer ERJ135 Legacy Business,5072,Rolls-Royce Corporation,AE3007A1E,1490,2275060012,"Air Taxi, Turbine",,,7/31/2018
202576,Boeing 737-800 Short Field Package-Next Gen,5074,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
202577,Boeing 737-800 Short Field Package-Next Gen,5074,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
